ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID
1925	Yeinbaw	YEI	kar	yinb1236	tooth	89	θɨ.11 khɨ.55	θɨ¹¹_khɨ⁵⁵	2400	2400:tooth	20	0	Yinbaw Karen	346
1926	Geker	GEK	kar	geko1235	tooth	89	ṭo.44 ṭɛ.44	ṭo⁴⁴_ṭɛ⁴⁴	2084	2084:tooth	20	0	Geko Karen?	297
1927	Manu	MNU	kar	manu1255	tooth	89	kho.33 khi.11	kho³³_khi¹¹	2400	2400:tooth	20	0	Manumanaw Karen	346
1928	W. Kayah	KYH	kar	west2409	tooth	89	khu.11 khie.33	khu¹¹_khie³³	2400	2400:tooth	20	0	Kayah Western	346
1929	Yintale	YIN	kar	yint1235	tooth	89	tə.11 khɛ.55	tə¹¹_khɛ⁵⁵	2400	2400:tooth	20	0	Yintale Karen	346
1930	Motuo-M	MOT	mot	dakp1242	tooth	89	śa	śa	2084	2084:tooth	20	0	Tawang Monpa, Dakpakha?	297
1931	Lhota	LHO	naga	loth1237	tooth	89	o:ho	oːho	2084	2084:tooth	20	0	Naga Lotha	297
1932	Yimchunrü	YIM	naga	yimc1240	tooth	89	hɨ	hɨ	2084	2084:tooth	20	0	Naga Yimchungru	297
1933	Ao-Chungli	AOC	naga	chon1286	tooth	89	tepo	tepo	4281	4281:tooth	20	0	Naga Ao	569
1934	Ao-Mongsen	AOM	naga	mong1332	tooth	89	tɨpa	tɨpa	4281	4281:tooth	20	0	Naga Ao	569
1935	Nusu	NUS	nung	nusu1239	tooth	89	sua.55	sua⁵⁵	2084	2084:tooth	20	0	Stage 2	297
1936	Serdukpen	SER	sul	sher1257	tooth	89	nu=thuŋ	nuthuŋ	2758	2758:tooth	20	0	Stage 2	468
1937	N-Qiang	QIA	syc	nort2722	tooth	89	ṣə	ṣə	2084	2084:tooth	20	0	Stage 2	297
1938	Zhaba	ZHA	syc	zhab1238	tooth	89	cui.51	cui⁵¹	1407	1407:tooth	20	0	Stage 2	126
1939	Tujia	TUJ	tujia	nort2732	tooth	89	si.1 si.1	si¹_si¹	4543	4543:tooth	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	664
1940	Sherpa	SHE	tib	sher1255	tooth	89	sa.HR	saHR	2084	2084:tooth	20	0	Solu-Khumbu Sherpa	297
1941	Bokar	BOK	tani	bori1243	tooth	89	yi: ćuŋ	yiː_ćuŋ	2084	2084:tooth	20	0	Stage 2	297
1942	Nishi	NIS	tani	nisi1238	tooth	89	əhih	əhih	2084	2084:tooth	20	0	Nisi?	297
1943	Yeinbaw	YEI	kar	yinb1236	tooth	89	θɨ.11 khɨ.55	θɨ¹¹_khɨ⁵⁵	2084	2084:tooth	20	0	Yinbaw Karen	297
1944	Geker	GEK	kar	geko1235	tooth	89	ṭo.44 ṭɛ.44	ṭo⁴⁴_ṭɛ⁴⁴	2084	2084:tooth	20	0	Geko Karen?	297
1945	Bokar	BOK	tani	bori1243	tooth	89	yi: ćuŋ	yiː_ćuŋ	4326	4326:tooth	20	0	Stage 2	589
1946	Lijiang-Naxi	LIJ	bur	lich1241	tree	90	nʒər.31	nʒər³¹	1513	1513:tree	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	156
1947	Ninglang-Naxi	NIN	bur	naxi1245	tree	90	sɨ.55 ʒɨ.33	sɨ⁵⁵_ʒɨ³³	1513	1513:tree	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	156
1948	Jinuo	JIN	bur	youl1235	tree	90	a.33 cə.44	a³³_cə⁴⁴	1513	1513:tree	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	156
1949	Jingpo	JNP	jnp	kach1280	tree	90	phun.55	phun⁵⁵	50	50:tree	20	0	Jinghpaw	687
1950	Yeinbaw	YEI	kar	yinb1236	tree	90	θɨ̃.11 mɨ.11	θɨ̃¹¹_mɨ¹¹	1513	1513:tree	20	0	Yinbaw Karen	156
1951	Geker	GEK	kar	geko1235	tree	90	ṭəɨʔ.53	ṭəɨʔ⁵³	1513	1513:tree	20	0	Geko Karen?	156
1952	Manu	MNU	kar	manu1255	tree	90	sø.44.55	sø⁴⁴⁵⁵	1513	1513:tree	20	0	Manumanaw Karen	156
1953	W. Kayah	KYH	kar	west2409	tree	90	ćɔ.11	ćɔ¹¹	1513	1513:tree	20	0	Kayah Western	156
1954	Yintale	YIN	kar	yint1235	tree	90	sein.13	sein¹³	1513	1513:tree	20	0	Yintale Karen	156
1955	Motuo-M	MOT	mot	dakp1242	tree	90	śiŋ	śiŋ	1513	1513:tree	20	0	Tawang Monpa, Dakpakha?	156
1956	Lhota	LHO	naga	loth1237	tree	90	o:to:ŋ	oːtoːŋ	1057	1057:tree	20	0	Naga Lotha	34
1957	Yimchunrü	YIM	naga	yimc1240	tree	90	saŋtuŋ	saŋtuŋ	1513	1513:tree	20	0	Naga Yimchungru	156
1958	Ao-Chungli	AOC	naga	chon1286	tree	90	sɨŋdoŋ	sɨŋdoŋ	1513	1513:tree	20	0	Naga Ao	156
1959	Ao-Mongsen	AOM	naga	mong1332	tree	90	asuŋ, suŋ=tuŋ	asuŋ	1513	1513:tree	20	0	Naga Ao	156
1960	Nusu	NUS	nung	nusu1239	tree	90	si.53 ʒə̃.35 a	si⁵³_ʒə̃³⁵_a	1513	1513:tree	20	0	Stage 2	156
1961	Serdukpen	SER	sul	sher1257	tree	90	hiŋ-thuŋ	hiŋ-thuŋ	1513	1513:tree	20	0	Stage 2	156
1962	N-Qiang	QIA	syc	nort2722	tree	90	phəq	phəq	241	241:tree	20	0	Stage 2	350
1963	Zhaba	ZHA	syc	zhab1238	tree	90	sik.55	sik⁵⁵	1513	1513:tree	20	0	Stage 2	156
1964	Tujia	TUJ	tujia	nort2732	tree	90	kha.4 moŋ.4	kha⁴_moŋ⁴	2759	2759:tree	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	469
1965	Sherpa	SHE	tib	sher1255	tree	90	doŋ=bu. LF	doŋbu_LF	1057	1057:tree	20	0	Solu-Khumbu Sherpa	34
1966	Bokar	BOK	tani	bori1243	tree	90	ɨ šɨŋ	ɨ_šɨŋ	1513	1513:tree	20	0	Stage 2	156
1967	Nishi	NIS	tani	nisi1238	tree	90	se:m	seːm	1513	1513:tree	20	0	Nisi?	156
1968	Yeinbaw	YEI	kar	yinb1236	tree	90	θɨ̃.11 mɨ.11	θɨ̃¹¹_mɨ¹¹	2759	2759:tree	20	0	Yinbaw Karen	469
1969	Yimchunrü	YIM	naga	yimc1240	tree	90	saŋ=tuŋ	saŋtuŋ	1057	1057:tree	20	0	Naga Yimchungru	34
1970	Ao-Chungli	AOC	naga	chon1286	tree	90	sɨŋ=doŋ	sɨŋdoŋ	1057	1057:tree	20	0	Naga Ao	34
1971	Ao-Mongsen	AOM	naga	mong1332	tree	90	asuŋ, suŋ=tuŋ	asuŋ	1057	1057:tree	20	0	Naga Ao	34
1972	Nusu	NUS	nung	nusu1239	tree	90	si.53 ʒə̃.35 a	si⁵³_ʒə̃³⁵_a	4196	4196:tree	20	0	Stage 2	558
1973	Lijiang-Naxi	LIJ	bur	lich1241	two	91	ńi.13	ńi¹³	580	580:two	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	706
1974	Ninglang-Naxi	NIN	bur	naxi1245	two	91	ńi.33	ńi³³	580	580:two	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	706
1975	Jinuo	JIN	bur	youl1235	two	91	ni.55	ni⁵⁵	580	580:two	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	706
1976	Jingpo	JNP	jnp	kach1280	two	91	lə.55 khoŋ.51	lə⁵⁵_khoŋ⁵¹	2760	2760:two	20	0	Jinghpaw	470
1977	Yeinbaw	YEI	kar	yinb1236	two	91	θv.44 ŋv.44	θv⁴⁴_ŋv⁴⁴	580	580:two	20	0	Yinbaw Karen	706
1978	Geker	GEK	kar	geko1235	two	91	ṭənɨʔ.53	ṭənɨʔ⁵³	580	580:two	20	0	Geko Karen?	706
1979	Manu	MNU	kar	manu1255	two	91	sɔ.33 ḳə.11 ńe	sɔ³³_ḳə¹¹_ńe	580	580:two	20	0	Manumanaw Karen	706
1980	W. Kayah	KYH	kar	west2409	two	91	ńiẹ.33 prɛ̣.1	ńiẹ³³_prɛ̣¹	580	580:two	20	0	Kayah Western	706
1981	Yintale	YIN	kar	yint1235	two	91	ńe.33	ńe³³	580	580:two	20	0	Yintale Karen	706
1982	Motuo-M	MOT	mot	dakp1242	two	91	ńik caŋ	ńik_caŋ	580	580:two	20	0	Tawang Monpa, Dakpakha?	706
1983	Lhota	LHO	naga	loth1237	two	91	eni, o:ni	eni	580	580:two	20	0	Naga Lotha	706
1984	Yimchunrü	YIM	naga	yimc1240	two	91	manie	manie	580	580:two	20	0	Naga Yimchungru	706
1985	Ao-Chungli	AOC	naga	chon1286	two	91	ana	ana	580	580:two	20	0	Naga Ao	706
1986	Ao-Mongsen	AOM	naga	mong1332	two	91	anet	anet	580	580:two	20	0	Naga Ao	706
1987	Nusu	NUS	nung	nusu1239	two	91	m.55	m⁵⁵	580	580:two	20	0	Stage 2	706
1988	Serdukpen	SER	sul	sher1257	two	91	ńit	ńit	580	580:two	20	0	Stage 2	706
1989	N-Qiang	QIA	syc	nort2722	two	91	ɣnə	ɣnə	580	580:two	20	0	Stage 2	706
1990	Zhaba	ZHA	syc	zhab1238	two	91	i.55	i⁵⁵	580	580:two	20	0	Stage 2	706
1991	Tujia	TUJ	tujia	nort2732	two	91	ńie.1	ńie¹	580	580:two	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	706
1992	Sherpa	SHE	tib	sher1255	two	91	ŋyi. LF	ŋyi_LF	580	580:two	20	0	Solu-Khumbu Sherpa	706
1993	Bokar	BOK	tani	bori1243	two	91	a ńi	a_ńi	580	580:two	20	0	Stage 2	706
1994	Nishi	NIS	tani	nisi1238	two	91	eńi	eńi	580	580:two	20	0	Nisi?	706
1995	Lijiang-Naxi	LIJ	bur	lich1241	walk (go)	92	nʒ́i.33	nʒ́i³³	4198	4198:walk (go)	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	559
1996	Ninglang-Naxi	NIN	bur	naxi1245	walk (go)	92	se.33	se³³	1631	1631:walk (go)	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	191
1997	Jinuo	JIN	bur	youl1235	walk (go)	92	zo.44	zo⁴⁴	2762	2762:walk (go)	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	471
1998	Jingpo	JNP	jnp	kach1280	walk (go)	92	sa.33	sa³³	1631	1631:walk (go)	20	0	Jinghpaw	191
1999	Yeinbaw	YEI	kar	yinb1236	walk (go)	92	tụ.11 khlai.44	tụ¹¹_khlai⁴⁴	953	953:walk (go)	20	0	Yinbaw Karen	784
2000	Geker	GEK	kar	geko1235	walk (go)	92	b̄a.55 lʌi.51	b̄a⁵⁵_lʌi⁵¹	1868	1868:walk (go)	20	0	Geko Karen?	255
2001	Manu	MNU	kar	manu1255	walk (go)	92	co.33	co³³	1388	1388:walk (go)	20	0	Manumanaw Karen	121
2002	W. Kayah	KYH	kar	west2409	walk (go)	92	cɨə.55	cɨə⁵⁵	1388	1388:walk (go)	20	0	Kayah Western	121
2003	Yintale	YIN	kar	yint1235	walk (go)	92	ha.55 lɛ.55	ha⁵⁵_lɛ⁵⁵	2012	2012:walk (go)	20	0	Yintale Karen	278
2004	Motuo-M	MOT	mot	dakp1242	walk (go)	92	de	de	939	939:walk (go)	20	0	Tawang Monpa, Dakpakha?	782
2005	Lhota	LHO	naga	loth1237	walk (go)	92	wo	wo	2012	2012:walk (go)	20	0	Naga Lotha	278
2006	Yimchunrü	YIM	naga	yimc1240	walk (go)	92	ɨ	ɨ	2012	2012:walk (go)	20	0	Naga Yimchungru	278
2007	Ao-Chungli	AOC	naga	chon1286	walk (go)	92	ao	ao	2012	2012:walk (go)	20	0	Naga Ao	278
2008	Ao-Mongsen	AOM	naga	mong1332	walk (go)	92	wa	wa	2012	2012:walk (go)	20	0	Naga Ao	278
2009	Nusu	NUS	nung	nusu1239	walk (go)	92	sua.55 BUR?	sua⁵⁵_BUR?	2012	2012:walk (go)	20	0	Stage 2	278
2010	Serdukpen	SER	sul	sher1257	walk (go)	92	oŋ-	oŋ	2012	2012:walk (go)	20	0	Stage 2	278
2011	N-Qiang	QIA	syc	nort2722	walk (go)	92	kə	kə	2706	2706:walk (go)	20	0	Stage 2	424
2012	Zhaba	ZHA	syc	zhab1238	walk (go)	92	so.21	so²¹	2012	2012:walk (go)	20	0	Stage 2	278
2013	Tujia	TUJ	tujia	nort2732	walk (go)	92	ɣɨ.3	ɣɨ³	635	635:walk (go)	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	723
2014	Sherpa	SHE	tib	sher1255	walk (go)	92	khyam. LR-	khyam_LR	1706	1706:walk (go)	20	0	Solu-Khumbu Sherpa	220
2015	Bokar	BOK	tani	bori1243	walk (go)	92	in	in	2762	2762:walk (go)	20	0	Stage 2	471
2016	Nishi	NIS	tani	nisi1238	walk (go)	92	i 'go down'	i_'go_down'	2762	2762:walk (go)	20	0	Nisi?	471
2017	Yeinbaw	YEI	kar	yinb1236	walk, go	92	tụ.11 khlai.44	tụ¹¹_khlai⁴⁴	1868	1868:walk, go	20	0	Yinbaw Karen	256
2018	Geker	GEK	kar	geko1235	walk, go	92	b̄a.55 lʌi.51	b̄a⁵⁵_lʌi⁵¹	1868	1868:walk, go	20	0	Geko Karen?	256
2019	Yintale	YIN	kar	yint1235	walk, go	92	ha.55 lɛ.55	ha⁵⁵_lɛ⁵⁵	1868	1868:walk, go	20	0	Yintale Karen	256
2020	Nishi	NIS	tani	nisi1238	walk, go	92	cha 'go up'	cha_'go_up'	1388	1388:walk, go	20	0	Nisi?	122
2021	Lijiang-Naxi	LIJ	bur	lich1241	warm	93	lv.31 fv.55	lv³¹_fv⁵⁵	1835	1835:warm	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	243
2022	Ninglang-Naxi	NIN	bur	naxi1245	warm	93	chɨ.33	chɨ³³	1189	1189:warm	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	70
2023	Jinuo	JIN	bur	youl1235	warm	93	ło.42 khə.42	ło⁴²_khə⁴²	1835	1835:warm	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	243
2024	Jingpo	JNP	jnp	kach1280	warm	93	lum.33	lum³³	1835	1835:warm	20	0	Jinghpaw	243
2025	Yeinbaw	YEI	kar	yinb1236	warm	93	lạ.33	lạ³³	1835	1835:warm	20	0	Yinbaw Karen	243
2026	Geker	GEK	kar	geko1235	warm	93	k̯əɨʔ.53 la.22	k̯əɨʔ⁵³_la²²	1835	1835:warm	20	0	Geko Karen?	243
2027	Manu	MNU	kar	manu1255	warm	93	lạ.11	lạ¹¹	1835	1835:warm	20	0	Manumanaw Karen	243
2028	W. Kayah	KYH	kar	west2409	warm	93	lẹ.11	lẹ¹¹	1835	1835:warm	20	0	Kayah Western	243
2029	Yintale	YIN	kar	yint1235	warm	93	la.11	la¹¹	1835	1835:warm	20	0	Yintale Karen	243
2030	Motuo-M	MOT	mot	dakp1242	warm	93	gom bo	gom_bo	454	454:warm	20	0	Tawang Monpa, Dakpakha?	669
2031	Lhota	LHO	naga	loth1237	warm	93	elama	elama	1835	1835:warm	20	0	Naga Lotha	243
2032	Nusu	NUS	nung	nusu1239	warm	93	lɔ.35 ńɛr.35	lɔ³⁵_ńɛr³⁵	1835	1835:warm	20	0	Stage 2	243
2033	N-Qiang	QIA	syc	nort2722	warm	93	ṣća lə	ṣća_lə	1189	1189:warm	20	0	Stage 2	70
2034	Zhaba	ZHA	syc	zhab1238	warm	93	lum.55	lum⁵⁵	1835	1835:warm	20	0	Stage 2	243
2035	Tujia	TUJ	tujia	nort2732	warm	93	lo.1 xo.1 xui.1	lo¹_xo¹_xui¹	1835	1835:warm	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	243
2036	Sherpa	SHE	tib	sher1255	warm	93	chandi. LR, chen	chandi_LR	699	699:warm	20	0	Solu-Khumbu Sherpa	737
2037	Bokar	BOK	tani	bori1243	warm	93	yi: po	yiː_po	4315	4315:warm	20	0	Stage 2	585
2038	Lijiang-Naxi	LIJ	bur	lich1241	water	94	nʒ́i.31	nʒ́i³¹	646	646:water	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	727
2039	Ninglang-Naxi	NIN	bur	naxi1245	water	94	ʒ́i.31	ʒ́i³¹	646	646:water	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	727
2040	Jinuo	JIN	bur	youl1235	water	94	e.42 tʃho.55	e⁴²_tʃho⁵⁵	646	646:water	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	727
2041	Jingpo	JNP	jnp	kach1280	water	94	n.31 ci̲n.33	n³¹_ci̲n³³	1140	1140:water	20	0	Jinghpaw	53
2042	Yeinbaw	YEI	kar	yinb1236	water	94	ʃhɨ.55	ʃhɨ⁵⁵	990	990:water	20	0	Yinbaw Karen	790
2043	Geker	GEK	kar	geko1235	water	94	shɣɨ.55	shɣɨ⁵⁵	990	990:water	20	0	Geko Karen?	790
2044	Manu	MNU	kar	manu1255	water	94	ʃhi.11	ʃhi¹¹	990	990:water	20	0	Manumanaw Karen	790
2045	W. Kayah	KYH	kar	west2409	water	94	thie.33	thie³³	990	990:water	20	0	Kayah Western	790
2046	Yintale	YIN	kar	yint1235	water	94	thɛ.55	thɛ⁵⁵	990	990:water	20	0	Yintale Karen	790
2047	Motuo-M	MOT	mot	dakp1242	water	94	ri	ri	646	646:water	20	0	Tawang Monpa, Dakpakha?	727
2048	Lhota	LHO	naga	loth1237	water	94	o:chhɨ	oːchhɨ	1228	1228:water	20	0	Naga Lotha	90
2049	Yimchunrü	YIM	naga	yimc1240	water	94	ke	ke	2635	2635:water	20	0	Naga Yimchungru	403
2050	Ao-Chungli	AOC	naga	chon1286	water	94	tzɨ	tzɨ	1228	1228:water	20	0	Naga Ao	90
2051	Ao-Mongsen	AOM	naga	mong1332	water	94	acɨ	acɨ	1228	1228:water	20	0	Naga Ao	90
2052	Nusu	NUS	nung	nusu1239	water	94	jri.31 gra.53	jri³¹_gra⁵³	646	646:water	20	0	Stage 2	727
2053	Serdukpen	SER	sul	sher1257	water	94	kho	kho	2635	2635:water	20	0	Stage 2	403
2054	N-Qiang	QIA	syc	nort2722	water	94	cə	cə	1228	1228:water	20	0	Stage 2	90
2055	Zhaba	ZHA	syc	zhab1238	water	94	i.21 tʃa̲m.21	i²¹_tʃa̲m²¹	646	646:water	20	0	Stage 2	727
2056	Tujia	TUJ	tujia	nort2732	water	94	chie.4	chie⁴	1228	1228:water	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	90
2057	Sherpa	SHE	tib	sher1255	water	94	chu.HR	chuHR	1324	1324:water	20	0	Solu-Khumbu Sherpa	108
2058	Bokar	BOK	tani	bori1243	water	94	i ši	i_ši	1228	1228:water	20	0	Stage 2	90
2059	Nishi	NIS	tani	nisi1238	water	94	isi	isi	1228	1228:water	20	0	Nisi?	90
2060	Lijiang-Naxi	LIJ	bur	lich1241	we	95	ńə.33 sɨ.33 kv	ńə³³_sɨ³³_kv	2471	2471:we	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	359
2061	Ninglang-Naxi	NIN	bur	naxi1245	we	95	ŋa.55 vu.33	ŋa⁵⁵_vu³³	4209	4209:we	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	562
2062	Jinuo	JIN	bur	youl1235	we	95	ŋo.33 pe.33	ŋo³³_pe³³	2471	2471:we	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	359
2063	Jingpo	JNP	jnp	kach1280	we	95	eikhoi	eikhoi	2730	2730:we	20	0	Jinghpaw	447
2064	Yeinbaw	YEI	kar	yinb1236	we	95	pṿ.11	pṿ¹¹	4496	4496:we	20	0	Yinbaw Karen	642
2065	Geker	GEK	kar	geko1235	we	95	p̯a:.33	p̯aː³³	4496	4496:we	20	0	Geko Karen?	642
2066	Manu	MNU	kar	manu1255	we	95	pạ.11	pạ¹¹	4496	4496:we	20	0	Manumanaw Karen	642
2067	W. Kayah	KYH	kar	west2409	we	95	pɛ̣.11	pɛ̣¹¹	4496	4496:we	20	0	Kayah Western	642
2068	Yintale	YIN	kar	yint1235	we	95	hɛ.55 thɔ.55 ph	hɛ⁵⁵_thɔ⁵⁵_ph	4496	4496:we	20	0	Yintale Karen	642
2069	Motuo-M	MOT	mot	dakp1242	we	95	go.A puki.A	goA_pukiA	2471	2471:we	20	0	Tawang Monpa, Dakpakha?	359
2070	Lhota	LHO	naga	loth1237	we	95	hiri	hiri	2730	2730:we	20	0	Naga Lotha	447
2071	Yimchunrü	YIM	naga	yimc1240	we	95	onok	onok	2471	2471:we	20	0	Naga Yimchungru	359
2072	Ao-Chungli	AOC	naga	chon1286	we	95	ikhala	ikhala	2730	2730:we	20	0	Naga Ao	447
2073	Ao-Mongsen	AOM	naga	mong1332	we	95	a=khru=mei	akhrumei	667	667:we	20	0	Naga Ao	728
2074	Nusu	NUS	nung	nusu1239	we	95	a.31 źɨ.33	a³¹_źɨ³³	2730	2730:we	20	0	Stage 2	447
2075	Serdukpen	SER	sul	sher1257	we	95	gə.1 ɣəń.1	gə¹_ɣəń¹	2471	2471:we	20	0	Stage 2	359
2076	N-Qiang	QIA	syc	nort2722	we	95	ŋɨ.55 ŋɨ.53	ŋɨ⁵⁵_ŋɨ⁵³	2471	2471:we	20	0	Stage 2	359
2077	Zhaba	ZHA	syc	zhab1238	we	95	ŋɔ.55 tuʔ.31	ŋɔ⁵⁵_tuʔ³¹	2764	2764:we	20	0	Stage 2	472
2078	Tujia	TUJ	tujia	nort2732	we	95	ka-yu	ka-yu	2471	2471:we	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	359
2079	Sherpa	SHE	tib	sher1255	we	95	ŋa.35 raʔ.53	ŋa³⁵_raʔ⁵³	2471	2471:we	20	0	Solu-Khumbu Sherpa	359
2080	Bokar	BOK	tani	bori1243	we	95	ŋul	ŋul	2471	2471:we	20	0	Stage 2	359
2081	Nishi	NIS	tani	nisi1238	we	95	ŋunu	ŋunu	2471	2471:we	20	0	Nisi?	359
2082	Jinuo	JIN	bur	youl1235	we	95	ŋa.55 vu.33	ŋa⁵⁵_vu³³	2471	2471:we	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	359
2083	Ao-Mongsen	AOM	naga	mong1332	we	95	ikhala	ikhala	4588	4588:we	20	0	Naga Ao	673
2084	N-Qiang	QIA	syc	nort2722	we	95	cə χa	cə_χa	2729	2729:we	20	0	Stage 2	442
2085	Zhaba	ZHA	syc	zhab1238	we	95	ŋa.55 moʔ.55	ŋa⁵⁵_moʔ⁵⁵	2471	2471:we	20	0	Stage 2	359
2086	Sherpa	SHE	tib	sher1255	we	95	ŋyo=kon. LF	ŋyokon_LF	4208	4208:we	20	0	Solu-Khumbu Sherpa	560
2087	Bokar	BOK	tani	bori1243	we	95	ŋo:lu	ŋoːlu	4588	4588:we	20	0	Stage 2	673
2088	Nishi	NIS	tani	nisi1238	we	95	ŋul	ŋul	4588	4588:we	20	0	Nisi?	673
2089	Lijiang-Naxi	LIJ	bur	lich1241	what	96	ə.31 cɨ.33	ə³¹_cɨ³³	2766	2766:what	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	475
2090	Ninglang-Naxi	NIN	bur	naxi1245	what	96	a.33 co.33	a³³_co³³	2766	2766:what	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	475
2091	Jinuo	JIN	bur	youl1235	what	96	khɔ.44 tʃə.33	khɔ⁴⁴_tʃə³³	2766	2766:what	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	475
2092	Jingpo	JNP	jnp	kach1280	what	96	pha.33	pha³³	329	329:what	20	0	Jinghpaw	502
2093	Yeinbaw	YEI	kar	yinb1236	what	96	trị.55	trị⁵⁵	685	685:what	20	0	Yinbaw Karen	735
2094	Geker	GEK	kar	geko1235	what	96	t̯əra.55 mi.31	t̯əra⁵⁵_mi³¹	685	685:what	20	0	Geko Karen?	735
2095	Manu	MNU	kar	manu1255	what	96	me.44 te.11 te.	me⁴⁴_te¹¹_te	986	986:what	20	0	Manumanaw Karen	787
2096	W. Kayah	KYH	kar	west2409	what	96	ti.33 te.33	ti³³_te³³	986	986:what	20	0	Kayah Western	787
2097	Yintale	YIN	kar	yint1235	what	96	ʔeŋ.33 tə.11 ga	ʔeŋ³³_tə¹¹_ga	986	986:what	20	0	Yintale Karen	787
2098	Motuo-M	MOT	mot	dakp1242	what	96	haŋ	haŋ	2561	2561:what	20	0	Tawang Monpa, Dakpakha?	381
2099	Lhota	LHO	naga	loth1237	what	96	ntio	ntio	986	986:what	20	0	Naga Lotha	787
2100	Yimchunrü	YIM	naga	yimc1240	what	96	tɨmɨ	tɨmɨ	2765	2765:what	20	0	Naga Yimchungru	473
2101	Ao-Chungli	AOC	naga	chon1286	what	96	kechi	kechi	2766	2766:what	20	0	Naga Ao	475
2102	Ao-Mongsen	AOM	naga	mong1332	what	96	chi=ba	chiba	2766	2766:what	20	0	Naga Ao	475
2103	Nusu	NUS	nung	nusu1239	what	96	ćhu.31 ma.31	ćhu³¹_ma³¹	2766	2766:what	20	0	Stage 2	475
2104	Serdukpen	SER	sul	sher1257	what	96	mu	mu	2765	2765:what	20	0	Stage 2	473
2105	N-Qiang	QIA	syc	nort2722	what	96	ńi ka	ńi_ka	576	576:what	20	0	Stage 2	701
2106	Zhaba	ZHA	syc	zhab1238	what	96	xai.51pi.31 si.	xai⁵¹pi³¹_si	329	329:what	20	0	Stage 2	502
2107	Tujia	TUJ	tujia	nort2732	what	96	ćhie.2 ći.4	ćhie²_ći⁴	2766	2766:what	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	475
2108	Sherpa	SHE	tib	sher1255	what	96	kaŋ. LH	kaŋ_LH	2561	2561:what	20	0	Solu-Khumbu Sherpa	381
2109	Bokar	BOK	tani	bori1243	what	96	ɦe:ko	ɦeːko	576	576:what	20	0	Stage 2	701
2110	Nishi	NIS	tani	nisi1238	what	96	ho=g	hog	576	576:what	20	0	Nisi?	701
2111	Yeinbaw	YEI	kar	yinb1236	what	96	trị.55	trị⁵⁵	986	986:what	20	0	Yinbaw Karen	787
2112	Geker	GEK	kar	geko1235	what	96	t̯əra.55 mi.31	t̯əra⁵⁵_mi³¹	986	986:what	20	0	Geko Karen?	787
2113	Manu	MNU	kar	manu1255	what	96	me.44 te.11 te.	me⁴⁴_te¹¹_te	2765	2765:what	20	0	Manumanaw Karen	473
2114	Bokar	BOK	tani	bori1243	what	96	ɦe:ko	ɦeːko	2561	2561:what	20	0	Stage 2	381
2115	Nishi	NIS	tani	nisi1238	what	96	ho=g	hog	2561	2561:what	20	0	Nisi?	381
2116	Lijiang-Naxi	LIJ	bur	lich1241	white	97	phər.31	phər³¹	404	404:white	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	528
2117	Ninglang-Naxi	NIN	bur	naxi1245	white	97	phv.33	phv³³	404	404:white	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	528
