NUMBER	WORD	OCH	OCHNUM	PEK	PEKNUM	SCN	SCNNUM	BAI	BAINUM	FUZ	FUZNUM	HKK	HKKNUM	PAO	PAONUM	GEB	GEBNUM	KPQ	KPQNUM	YEI	YEINUM	PDN	PDNNUM	GEK	GEKNUM	MNU	MNUNUM	KYH	KYHNUM	YIN	YINNUM	SGO	SGONUM	KLQ	KLQNUM	PLC	PLCNUM	TUJ	TUJNUM	LEP	LEPNUM	MIJ	MIJNUM	KNQ	KNQNUM	SER	SERNUM	SUL	SULNUM	BGN	BGNNUM	WRT	WRTNUM	LHA	LHANUM	BAT	BATNUM	XIA	XIANUM	ALI	ALINUM	JIR	JIRNUM	SHE	SHENUM	CUO	CUONUM	MOT	MOTNUM	SNW	SNWNUM	KUL	KULNUM	KLN	KLNNUM	DUM	DUMNUM	LIM	LIMNUM	YAM	YAMNUM	DHI	DHINUM	TRN	TRNNUM	IDU	IDUNUM	MIL	MILNUM	PAD	PADNUM	SHA	SHANUM	APA	APANUM	GLQ	GLQNUM	HIL	HILNUM	BOK	BOKNUM	NIS	NISNUM	TGQ	TGQNUM	UBA	UBANUM	AKA	AKANUM	MJI	MJINUM	BOD	BODNUM	DIM	DIMNUM	GAR	GARNUM	RAB	RABNUM	KNN	KNNNUM	KNX	KNXNUM	PHO	PHONUM	CHA	CHANUM	YOG	YOGNUM	NOC	NOCNUM	WAN	WANNUM	JNP	JNPNUM	MNX	MNXNUM	RNQ	RNQNUM	SEM	SEMNUM	TAN	TANNUM	LHO	LHONUM	POC	POCNUM	SNQ	SNQNUM	YIM	YIMNUM	AOC	AOCNUM	AOM	AOMNUM	MAU	MAUNUM	KHE	KHENUM	CHO	CHONUM	KHN	KHNNUM	KHM	KHMNUM	MZI	MZINUM	ZEM	ZEMNUM	LIA	LIANUM	MRW	MRWNUM	KHQ	KHQNUM	KBQ	KBQNUM	MIK	MIKNUM	CHP	CHPNUM	MGX	MGXNUM	KHX	KHXNUM	LSH	LSHNUM	HKQ	HKQNUM	HMA	HMANUM	GAN	GANNUM	TID	TIDNUM	GUR	GURNUM	TMN	TMNNUM	THK	THKNUM	KAY	KAYNUM	WRB	WRBNUM	LAN	LANNUM	ZHA	ZHANUM	ACQ	ACQNUM	XID	XIDNUM	BOL	BOLNUM	LEQ	LEQNUM	LIJ	LIJNUM	NIN	NINNUM	JIN	JINNUM	ROU	ROUNUM	NUS	NUSNUM	ANO	ANONUM	RAW	RAWNUM	DUL	DULNUM	QIN	QINNUM	QIA	QIANUM	MUY	MUYNUM	PMQ	PMQNUM	PMI	PMINUM	ZHB	ZHBNUM	QUE	QUENUM	ERG	ERGNUM	DAO	DAONUM	SHI	SHINUM	NAM	NAMNUM	GUI	GUINUM	ERS	ERSNUM	LUS	LUSNUM	GAZ	GAZNUM	JIA	JIANUM
66	red		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	lɨchin	1210		0	lɨchi	1210		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
67	road	lhūʔ 道	4565	dào 道	4565	nu 3 路	810	thu1	4565	lou242	810	lu4	810	klaj.11.11	1692	klɛ̃ʔ.53 doʔ.53	1692	khlài.tọ́.khl	1692	khlai.55	1692	khlaɨ.33	1692	khlʌiʔ.53	1692	klɛ.33	1692	klia.55	1692	klai.31	1692	klɛ.44 mɨ.51	1692	klɛ̲.55	1692	klɛ.33 mɨʔ.53 k	1692	la.2	1706	lóm	1706	lam.1	1706	om	1706	lumu	1706	pə.1 zuɛ.1	1388	lumua	1706	lam	1706	lam.13	1706	lẫ.13	1706	lam	1706	lam	1706	lam. L1	1706	lɛm. LF	1706	lem.13	1706	lam	1706	lã:.A	1706	lam	1706	lɛm. L	1706	lam	1706	lam	1706	ram	1706	dama	1706	a.3 lim.1	1706	a.3 lioŋ.2	1714	da-po	1095	lam-be	1706	lam-bɨ	1706	lémbo	1706	ali bəda	1692	əli	1692	lamtə	1706	lam-ta	1706	lamda	1706	lamta	1706	rabo	1706	lembaŋ	1706	ali lamaʔ	1706	lama	1706	rama	1706	ram	1706	yà=lèm	1706	lɨm	1706	lem	1706	lam	1706	lam	1706	lam	1706	lam	1706	lam.33	1706	lambi	1706	con	1248	ala	1706	šoŋfa	1248	o:la:̃	1706	alera	1706	alipcho	1706	limro	1706	len	1706	alimaŋ, yimaŋ	1706	liʒɨ	1388	lidie	1388	šode	1388	ca	1248	cha.1	1248	lampui	1706	mpui	1706	mpui	1706	lam	1706	lam=pui	1706	caŋ	1248	tovar	4147	lyam	1706	lam	1706	yem.2	1706	lam-lian	1706	lam	1706	lam=lien	1706		-666	lam.1 pi.1	1706	gxyã:.2	1706	kyam.4	1706	kyam.4	1706	goreṭo NPL	-1	lam:	1706	khjɔ.31	2234	khjo.51	2234	χa.55 mẓua.31	2234	chɔ.55 mɔ.31	2234	khja.55	2234	khjo.33	2234	ẓɨ.33 ŋɣv.33	2234	ẓə.31 mi.13	2234	jɔ.44 kho.44	2234	khou.33 mɔ.35	2234	khra.35 phroŋ.3	2234	thi.31 ʒɛ̃.31	1248	thəra	810	mɨ.31 lɔŋ.53	1714	ʁo.33 ʒ̣e.33	1388	gurßa	2234	ʒ́â.35 lâ.53	1388	ruâ.53	2234	ẓuâ.55	2234	ẓə.35	2234	rʒ́a.13 la.55	1388	ćɛ	1388	ćɛ	1388	ra.55 ɦũ.33	2234	ər.55 gu.55	2234	fu.55 ća.55	1388	rɨ.55 pha.55	2234	zɨ.35	2234	ća.24	1388	c̣ə lɔ	1388
67	road	rak=s 路	810	lù 路	810		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	bloŋ.2	1714		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	lenda	1095	ali bəda	1095		0	lamtə	1095	lam-ta	1095	lamda	1095	lamta	1095		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	lam=pui	4148	m=pui	4148	m=pui	4148		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ʁo.33 ʒ̣e.33	2234	gurßa	2169	ʒ́â.35 lâ.53	1706		0		0		0	rʒ́a.13 la.55	1706		0		0	ra.55 ɦũ.33	2169	ər.55 gu.55	2169		0		0		0		0	c̣ə lɔ	1679
68	root		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	arɨzo	632	ara	632		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
68	root	pə̄rʔ 本	50	gēn 根	4566	ken 11 根	4566	mi6	137	chiu31 küŋ55	4566	gin1	4566	ʔa.11 rwi.55.22	632	wi.22	632	rūi	632	sɨ.11 rwẹ.55	632	θvɨ.11 ʔwi.33	632	ṭəɨ.31 ʃwiʔ.53	632	kɔ.33 ßi.33.44	632	rũi..44	632	wei.11	632	ɣi.22	632	tθe.31 a.31 ɣi	632	t̯ɛ.44 ɣiʔ.53	632	ći.1 la.4	2272	fya	4440	kra.4	632	ʒī=löŋ	4468	rabo	4440	kuŋ.1	2247	ereŋ	790	rca ba	1487	ca:.55	1487	nʒ́ɛʔ.53	1487	hca pa	1487	ɣca pa	1487	cab. L1=reŋ. T1	790	mɛr.HR	159	ra.13 EE	1487	ca	1487	ʒara NPL	-1	sam	704	sɛm. L	704		-666	[siN=]sa:p	704		-666		-666	xa.3 rai.1	632	ho.1 ro.1	632	ta-pir	50	a-pɨr	50	lepɨr	50	lɨma	159	apir	50	rɨga	632	pa pɨr	50	me:mi	137	myami	137	mya:mig	137	khrə	790	cen-khrin	790	rodəj, rada	971	jader	971	ja-dil	971	citraŋ, cintr	971	yà=làh	1863	piya	1863	laŋ=la	1863	li	1863		-666	ariŋ	790	pantiŋ	790	ʒu.31	4468	uyuŋ	2742	amen	159	akuhúh	4150	aŋayuŋ	2742	o:yaŋ	2742	arɨzo	2742	yiŋ	2742	ayiŋ	2742	tera	632	tezuŋ	2742	kama	159	kuoma	159	sɨme	159	pomi, simi	159	puo.3 mie.3	159	pema	159	pema	159	paminh	159	ama	159	aman	159	kɨman	159	aŋkur, kur	2400	rut	632	ʒəra NPL	-1	ʒə.1=ra NPL	-1	zuŋ	2742	hram	704	thiŋ=zuŋ	2742	thiŋ=zuŋ	2742	zuŋ.1	2742	ʒara NPL	-1	ṭa:.1	632	pri.3	632		-666	a.mrac	137	pa̲n.31	50	a.21 pu̲n.51	50	a.31 mẓat.55	137	mɛt.55	137	sak.55 kji.31	2272	a.31 pɔ̲n.33	50	khɨ.33	2272	khɨ.33 tər.13	2272	a.33 ćhe.44	2272	[tɨ.55] kã.31	790	grə.55 ma.31	790	ʔɨ.33 zɨ.33	632	rer	632	a:ŋ.55 rɨ.55	632	kie.33	2272	ka=pa	50	qa.33 nʒ̣e.55	704	bẓɛ̃.35	704	bẓã.13	704	ca.55 la.55 TI	-1	[se.55] ṣce.5	704	sqha	2400	shə rko	2400	khɨ.35	2272	pɛ̲r.44	50	nɛ.35	4149	nbar.55	50	[se.33] nbɨ.53	50	[cɨ.21] te̲.33	971	[ta] sram	704
69	round	u̯an (-r-) 員	0	yuán 圓	0	yen 圓	0	ŋui7	0	ieŋ52	0	ian2 ne4	0	tə.44 vɨn.22.11	2554	kəlo.33 lu.44 d	1767	ta-lóŋ	1767	rṿ.44 wẹ.44	2554	ti.44 lvu.44	1767	d̄ələo.55	1767	təßẹ.11	2554	təvɨ̣.11	2554	tə.11 lu.55	1767	kəwɔ.33 k̯lɔ.33	1767	gă.31 wɔ.33	2554	plələʃiʔ.53	4503	thuan.4 khu.1 l	4539	blam	1839	ga.1 waŋ.1 na.1	2554	baṭlös	2743	gor-mu  TIB?	-1	a.1 bɨ.1	2743	dran	824	sgor sgor	2552	ko:.33 ko:.55	2552	ga.13 ga.55	2552	hkor hko	2552	kor kor	2552	rhil. L2=mu. T1	824	rhil=doŋbɛ.HF	824	chir.55 mo.53	1280	khir=khir	2552	kul=kul.A IND	-2	pupul=pa	2743	papalmin. L	2743		-666	kak=pɛtta ING	-1	wäŋliŋ	2087	tulhunumka	4345	geŋ.1 weŋ.1 da.	2087	a.1 goŋ.1 tiaŋ.	2087	bel-go	2552	a-pɨ	2743	apɨ-a	2743	gó=krɨ	2552		-666	əp	2743	kor kor	2552		-666	pacer=payer	1280		-666	oʒou, uʒərəu	824	mi-dəriu	824	luddub, luti lu	1845	gidiŋlu	1845	borem	857		-666	ənə́y	4269	toimei=pu	2744	šinei	4269	pamsam=bu	4268	abiŋ	4270		-666	aŋe	4269	tin.31	4539	matumtaba	4153		-666	chopumuloh	1767	aŋum	4152	eka	4151	kɨmkiele, kɨrlo	1767	amɨloŋ	1767	mukamto	4151	luŋ=luŋger	1767	teluŋ	1767		-666	tepu	2745	pamsam=bɨ	2745	kemerɨ	824	me.3 rə.3	824		-666	bopum=be	2745	mpu=bu	2745	koi=kumwimei	4151	gaŋalon	1767	ŋgui=mei	824	kaboŋloŋ	1767	gor.ʔe  TIB	-1	tokolok	1957	lum.1	1839	bial	2743	pum=mi	2745	in=biel	2743		-666	be:m.1 EE	2745		-666	ril.1=to  TIB	-1	phol.1=toŋ	2743	ririlma	-1	wuiŋ:	2554	laŋ.55	1767	liŋ.55	1767	lum.31	1839	lum.31	1839	lam.31	1839	lə:ŋ.55	1767	uə.55 uə.33	2554	ko.31 tv.31 tv.	1957	lə.33	1767	la.31 luẽ.35	1767	ui.35	2554	li.55 gɛ̃.31 li	824	aŋ der, aŋ khaŋ	824	a:ŋ.31 kɨ.31 lɨ	1839	χgy.33 χgy.33	2552	pac̣	1280	ɣö.55 ɣö.55	2552	rua.55 mə.53	824	ẓuâ.13 ẓuâ.	824	ga.33 ga.55	2552	ɣar.13 ɣa.55 mə	2552	kɛr=kɛr	2552	ʁar ʁar	2552	qo.55 ty.33 ly.	1767	ʁa.55 ʁa.55	2552	lɔ.33 lɔ.55	1767	pu.55 li.55 li.	1767	ɣua.33 ɣua53	824	və.33	824	[ka] pər rlər	824
69	round		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	a-lum	1839		0		0		0		0	a pɨ	2743		0		0		0		0		0	bitə	2744		0	dawila	1845		0	tùyluóy	2744		0		0		0		0		0		0		0		0		0		0		0	mpam	2745		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	mum EE	2745		0		0		0		0		0		0		0		0		0		0		0		0		0	laŋ.35	1767		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
70	sand		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ʒ́e mə	92		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
70	sand	sāj (-r-) 沙	1596	shā 沙	1596	sa 11 沙	1596	so4 ci1	1596	sai55	1596	sa1	1596	saj.22.11	-1	loʔ.53 ̣u.44 mi	92	hâŋ-lō-mài	92	lṿo.11 mai.11	92	haɨ̃.11 sɔɨ̃.44	92	ləoʔ.53 mʌiʔ.53	92	lø̣.44.55 sɛ.1	92	tə.ma.55 mɨ.11	92	haŋ.33 shai.33	-1	mɛʔ.53	92	me̲.55	92	mi.44 ʔɛʔ.53	92	sa.1 ci.1    C	-1	ʒí	2712	ka.33 šiŋ.2	2711	bāliŋ	2746	beco	2746	pRæ̲.1 cɛt.1	2746	ńa-bali IND	-1	bje ma	2746	ćhe.13 ma.55	2746	śi.13 ma.55	2746	śe ma	2746	wśe mä	2746	baluwa NPL	-1	pemɛ. LF	2746	će.13 ma.55	2746	be ca	2746	balwa: NPL	-1	serɔm	1596	se.H khle. L	1596		-666		-666		-666	balha IND	-1	ta.3 pi.1	2746	a.1 pi.1	2746	sa-pi	1596	ši-yɨ	1596	sulli	1596	sɨ=mu	92		-666	beli  IND	-5	ʒ́e mə	92		-666	cokri	736		-666	bali  < IND	-1	balyi IND	-1	ha=driʔ	736	haʒiŋ	2711	an-ceŋ	2711		-666	phèyh	2746	phei	2746	phi	2746	pacaŋ	2711	kum=chai	1596	sei	1596	sak	1596	cai.31 pʒu.31	2712	leiŋoi	2473	hachoŋ	2711	asayi	1596	situi	1596	po:pa	24	ašɨni	1596	lipi	2746	lozɨ	2712	lisem	1396	lisam	1396	osini	1596	cochɨ	1596	cɨsɨ, cɨše	1596	theshɨ	1596	the.3 sə.3 ńo.	1596	heciaŋ	2711		-666	buiniaŋ	24		-666		-666		-666	saŋti	2711		-666	baluwa NPL	-1	chaməra.1	92	ṭlao-vut	4156	thet=se	1596	ṭleu=phit	4156	pim=nel	1478	seʔ.3 ne:l.1	1478	baluwa: NPL	-1	pal.4=wa NPL	-1	sa.1 pe	1596	pema	2746	saj:	1596	ma.31 ʃɔ.31	1596	să.21 mui.51	1596	să.31 le.55	1596	sa.31 lɛ.31	1596	mɛ.55 ʃa.55	1596	sə̆.55 mui.31	1596	sə.31	1596	c̣e.31 mv.13	1596	mə.42 ʃi.44	1596	ŋue.35 cɔ.44	2473	mui.35 a.55	92	a.55 ćhɨ.53	1596	ci šil	1596	cɨ.31 waʔ.55	1596	ṣa.55 cɨ.31	1596	cəɣz	1596	ćɨ.55 mɛ.55 T	-1	bi.35 pâ.55 TI	-1	ṣa.13 pɛ.13	1596	śi.35 ma.53 TIB	-1	ći.13 ma.55 TI	-1	ɦa bu	4157	bji ma  TIB	-1	mei.35	92	lo.55 ṣa.33	1596	ṣa.55 ṣa.55	1596	ər.55 khua.55 z	1596	xuo.33 ṣa.53	1596	sɛ.31 m.33 TIB?	1596	[kə] wek	4155
71	say	ƛŏt 說	1953	shuō 說	1953		0		0		0		0		0		0		0		0		0	b̄ə=sjwi.55	2641		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	še	1242		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ńi.13	4161		0	jə	2747	pu.55	214		0		0		0		0		0		0
71	say	u̯at 曰	2641	xuà 話	2372	so 11 說	1953	sua6	1953	kouŋ55 ua242	2372	goŋ3 fa4	2372	dɔʔ.11.22 ri.44	4504	s̯i.33 jĩ.ʔ53	214	pa.ŋāu	2470	mv.33 ŋụ̃.33	2470	nị.11 ʃhwi.44	2641	b̄əsjwi.55	214	he.33 ba.44	214	he.55 bɛ.11	214	pa.11 pwei.11	214	kəto.33	4504	gă.31 do.33	4504	ʔo.22 pɔ.22 t̯a	214	li.4	1674	lí	1674	kɨ.3 taŋ.4	4483	lon-	1674	am-	4441	luc.2	1674	ya	2747	ãćhad	1953	ćɛ.52	1953	ke.55 ćha.53	1953	nćal	1953	wćat.53	1953	si. L1-duk. L1	1242	si. LF-	1242	ćat.53	1953	jek	2747	dẽ:.A-	461	pik-	1674	blɛb. L-	1674	ʒe:nɨ	4414	lɔʔmaʔ, -lɔʔr-/	1674	lo:ma\I,\i lu:m	1674	ma:rrodoʔ-	4504	ma.3 ro.1	214	a.1 hu.1	2641	aru-rak	4322	po	214	em	2725	lu	1674	agom	4319	men	2725	ben	288	biŋ	288	min	2725	biŋ	288	ce-, šu	1266	the(n)	1266	buŋ	288	thi	916	agana	4241	bo-bai	288	è	2747	i	2747	e	2747	lau-	1674		-666	thu	916		-666	cu̲n.33	1266	hai	2641	zo	2747	pi=lo	214	haŋ	4165	phyo, ezo	2747	kɨza	2747	yo	2747	tha	1242	aši	1242	sa	1242	pe	214	pu	214	po	214	pu	214	pu.1	214	raŋ	4164	sa	1242	mpou	214	asamtam	456	ta	1242	sa	1242	pu	214	daš-	916	de-	916	həi.1 da.1-	2641	šoi	1242	chim	4159	bril	4160	gen	4241	ci:.3	1147	bi.1-, bi.2-	214	paŋ.2-	288	pi.3-	214	ro-	214	prau	214	ta̲.55	916	tai.21	916	kẓai.55	4162	kẓai.55	4162	ti̲.35	916	ta̲:i.53	916	sə.55	1242	ẓuə.13	4163	pja.42	4162	u.31 xua.42	4165	hũ.35	4165	thim.33	456	šin	1266	gɨʔ.55	4158	ʒ́i.241	2747	ru	214	tu.33 śâ.53	1242	ći.35	1242	tʃə.55	1242	wə.35 śɛ.55	1242	la.55 bće.55	1242	vśɛ	1242	fćɛ	1242	bâ.33 ji.55	2747	ṣo.55	1242	śe.53	1242	kha.55 tho.55	916	ʒ́i.35	1242	ńa.31	4161	[tə] rjo kɔ pɔ	2747
72	see	kēn 見	2537	kàn 看	2296	k`an 3 ćian 3 看见	2296	xaN4, aN4	2296	khaŋ31	2296	kon4	2296	thi.33.44	873	ʔəs̯a.33 tʃi.3	873	ʔú.lə́	1866	wạ.44 ʃhø.22	873	ʔu.44 ʃhɨ.11	873	ʔəo.55 shɣɨ.22	873	kə.11 ʃhi.44	873	mia.55 thie.11	873	mɔ.55 thɛ.33	873	thiʔ.53	873	thi.31 ba̲.31 l	873	k̯wa.22 thi.44	873	ji.4	1444	ŋak	2638	ŋuŋ.1	2638	khyā-	1444	lan-	1866	dac.1	873	rek  TIB	-1	mthoŋ	1063	thoŋ.55	1063	riʔ.231	717	reχ	717	rik	717	thoŋ. L1-	1063	lhe. LR-	1866	thoŋ.53	1063	thoŋ	1063	ko:.A-	2296	khɔN-	2296	sey. L-	1506	do:khot=nɨ NPL	-1	nimaʔ, -nis-/-n	1473	khaks- ; khaŋ-	2296	tiŋ-	1063	ka.3 tiɨŋ.4	1063	a.1 thuŋ.1	1063	ka	2296	ka:ŋ	2296	ka	2296	ká	2296	ka	2296	ka	2296	koŋ poŋ	2296	ka:	2296	ka	2296	ka	2296	ho-	2596	waŋ	2596	nu	4240	nu	4240	nia	4240	nuk-a	4240	ŋe	2638	ŋi	2638	e, vei	2638	hap-	4271	khoi	2643	khe	2643		-666	mu.31	153	u	4320	hu	2638	itu	1194	yaŋ	4024	mhɨŋ	2638	no	2638	ŋu	2638	khia	4313	aŋu	2638	cɨ	1194	ne	1473	ŋu	2638	pe	4166	pi	4166	ŋu.2	2638	ŋau	2638	ŋau	2638	ŋou	2638	yo	1444	ŋu	2638	ʒau	1444	thek	873	ćəwʔ-	1194	ḍaŋ-	1063	rɨ̃:h.2	130	hmu	153	hmuh	153	hmu	153	mu	153	mu:.3	153	mrõ.1	130	cya:.1-	1354	mrɛŋ.1-	130	raŋ-	130	mraŋ	130	mjɔ̃.31	130	mjaŋ.51	130	en.31 mẓaŋ.55	130	mẓaŋ.55	130	mjɔ̃.55	130	mja:ŋ.31	130	ndo.31	1063	do.31	1063	mjə.44	130	ŋa.33	2638	vroŋ.35	130	ʒɛ.31 o.31	1354	yaŋ	1354	ʒa:ŋ.53	1354	ćy.33	1354	kuə tiu	2643	tö.55 rɔ.55	130	ćyẽ.55	1354	cua.55	1354	dã.35 do.55	1063	ru.13	130	dɛ vdo	1063	ɣdu	1063	dɔ̃.33	1063	ndo.53	1063	ći.55 ćɔ̃.5	1354	ndo.55	1063	kho.33 nduo.53	1063	mo.323	153	[kɔ] mto TIB	-1
72	see		0	ʒ́iàn 見	2537		2537		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ší	1506		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	thö. L-	890		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ŋɨ	2638		0	ɨŋ	2638		0		0		0		0		0		0		0		0		0	yau	1444		0	laŋ	1866		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
73	seed	toŋʔ 種	1000	zhǒng=zǐ 種籽	1000	coŋ 2 cı 2 种子	1000	cüN1	1000	cüŋ55 ci52	1000	z3	4585	ʔa.11 khu.33.33	1751	khwi.44	1751	phlôŋ	1839	θɨ̃.11 phlvu.1	1839	phvu.11	1839	ṭəɨ.31 ṭa.31 ßw	1751	phluə.44.55	1839	plɔ.11	1839	ʔa.11 phlo.33	1839	khli.44	1751	da.31 khli̲.55	1751	t̯ɛkli.44 ta.22	1751	ńie.1 lan.1	1839	lí	1751	xa.3 lɨi.2	1751	bīöŋ	4495	alih	1751	mə.1 θæ.2	1751	erai	1751	son	1496	sö̃.55	1496	shö̃.55	1496	shə ʁoŋ	1496	sä won	1496	son. T1	1496	sen. LF	1496	ću.13	1604	li	1751	wõy-cer.A	812	calei	1751	raru. L	812	miksi	109	se:	2713	cari	812	calai	1751	ta.3 piai.1	1751	a.1 pre.1	1751	ali	1751	a-li	1751		-666	àlí	1751	ali	1751	aš	1751	um li	1751	əli	1751		-666	ali	1751	isi	1151	thei=žo	1151	be=goʔr	2715	bogoroŋ	2715	bicil	1751	kén	4239	əli, əla	1751	ɨli	1751	šei=li	1751	lila	1751		-666		-666	hatuŋ	1000	li.33	1751	maram	1839	nci	1151	atipithi	1151	atha	1151	caŋthi	1151	acɨ	1151	maʒɨ	1604	muʒi-i	1604	mecɨ	1151	teʒɨŋ	1604	mati	1151	mechi	1151	ca	1151	ca	1151	nha.1 cie.3	1151	heleu	1751	helai	1751	pašiu	1496		-666		-666	kɨthu	1151	chili	1751	sayʔ	1496	choyo	1604	səi.2	1496	mu	133	ci	1151	chi	1151		-666	taŋ.1	4260	plxu.2	1751	plu.4	1751	plu.4	1751	ryu	812	mjui: ce:	133	mjuk.55	133	a.21 mji.21	133	a.31 ńau.31	133	a.31 ńau.51	133	a.31 mjuŋ.31	133	a.33 mjou.33	133	lər.55	1751	la.13	1751	tʃə.35	1151	źɨ.31 læ.31	1604	vɨ.55	4167	ʔɨ.31 źɨ.31	1604	aŋ ɛ	1604	a:ŋ.31 śi.55, a	1604	zuə.31 za.241	1604	tʃhaz	1604	ɣɨ.35	812	le.35	1751	la.55	1751	lö.53	1751	riɨ.55	812	ẓśɨ	1496	fłhə	1751	ha.55 lye.33	1751	ẓɨ.55	1496	ćhyi.55	1496	gɛ.55	812	ɣɨr.33 zɨ.55	812	i.31 sɨ.55	1496	[tə] rpi	4495
73	seed		0	-zǐ 種籽	4585		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	sa bon	4214		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	bumu	133		0		0		0		0	ušiŋ	1496		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	athe	1496		0		0		0		0		0		0		0		0		0		0		0		0	mjui: ce:	1151		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
